* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
271, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
272, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
273, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
274, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
275, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
276, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
277, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
278, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
279, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
280, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
281, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
282, none, undergarden:ancient_sea, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
283, none, undergarden:ancient_sea, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
284, none, undergarden:ancient_sea, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
285, none, undergarden:ancient_sea, AMBIENT, undergarden:scintling, 10, 4, 8
286, none, undergarden:ancient_sea, WATER_CREATURE, undergarden:gwib, 10, 1, 1
287, none, undergarden:ancient_sea, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
288, none, undergarden:ancient_sea, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
289, none, undergarden:ancient_sea, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
290, none, undergarden:ancient_sea, WATER_AMBIENT, undergarden:gwibling, 10, 3, 6
291, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:spider, 80, 4, 4
292, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie, 80, 4, 4
293, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
294, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
295, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:creeper, 80, 4, 4
296, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:slime, 80, 4, 4
297, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:enderman, 5, 1, 4
298, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:witch, 5, 1, 1
299, extreme_hills, regions_unexplored:arid_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
300, extreme_hills, regions_unexplored:arid_mountains, MONSTER, alexsmobs:farseer, 30, 1, 1
301, extreme_hills, regions_unexplored:arid_mountains, MONSTER, alexsmobs:murmur, 10, 1, 1
302, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
303, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
304, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
305, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
306, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
307, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
308, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
309, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
310, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
311, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
312, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
313, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
314, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
315, extreme_hills, regions_unexplored:arid_mountains, MONSTER, iceandfire:troll, 40, 1, 3
316, extreme_hills, regions_unexplored:arid_mountains, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
317, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
318, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
319, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
320, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
321, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
322, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
323, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
324, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
325, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
326, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
327, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
328, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
329, extreme_hills, regions_unexplored:arid_mountains, MONSTER, more_critters:shriekbat, 10, 1, 1
330, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
331, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
332, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
333, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
334, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
335, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
336, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
337, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
338, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
339, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
340, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
341, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
342, extreme_hills, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
343, extreme_hills, regions_unexplored:arid_mountains, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
344, extreme_hills, regions_unexplored:arid_mountains, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
345, extreme_hills, regions_unexplored:arid_mountains, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
346, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:sheep, 12, 4, 4
347, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:pig, 10, 4, 4
348, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:chicken, 10, 4, 4
349, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:cow, 10, 4, 4
350, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
351, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:llama, 10, 4, 6
352, extreme_hills, regions_unexplored:arid_mountains, CREATURE, naturalist:bluejay, 10, 3, 4
353, extreme_hills, regions_unexplored:arid_mountains, CREATURE, naturalist:canary, 10, 3, 4
354, extreme_hills, regions_unexplored:arid_mountains, CREATURE, naturalist:robin, 10, 3, 4
355, extreme_hills, regions_unexplored:arid_mountains, CREATURE, naturalist:snail, 10, 2, 3
356, extreme_hills, regions_unexplored:arid_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
357, extreme_hills, regions_unexplored:arid_mountains, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
358, extreme_hills, regions_unexplored:arid_mountains, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
359, extreme_hills, regions_unexplored:arid_mountains, CREATURE, iceandfire:hippogryph, 10, 1, 1
360, extreme_hills, regions_unexplored:arid_mountains, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
361, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, minecraft:bat, 10, 8, 8
362, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
363, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
364, extreme_hills, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
365, extreme_hills, regions_unexplored:arid_mountains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
366, extreme_hills, regions_unexplored:arid_mountains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
367, extreme_hills, regions_unexplored:arid_mountains, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
368, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
369, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:creeper, 80, 4, 4
370, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:husk, 80, 4, 4
371, none, regions_unexplored:ashen_woodland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
372, none, regions_unexplored:ashen_woodland, MONSTER, alexsmobs:farseer, 30, 1, 1
373, none, regions_unexplored:ashen_woodland, MONSTER, alexsmobs:murmur, 10, 1, 1
374, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
375, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
376, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
377, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
378, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
379, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
380, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
381, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
382, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
383, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
384, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
385, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
386, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
387, none, regions_unexplored:ashen_woodland, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
388, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
389, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
390, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
391, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
392, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
393, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
394, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
395, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
396, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
397, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
398, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
399, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
400, none, regions_unexplored:ashen_woodland, MONSTER, more_critters:shriekbat, 10, 1, 1
401, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
402, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
403, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
404, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
405, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
406, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
407, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
408, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
409, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
410, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
411, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
412, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
413, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
414, none, regions_unexplored:ashen_woodland, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
415, none, regions_unexplored:ashen_woodland, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
416, none, regions_unexplored:ashen_woodland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
417, none, regions_unexplored:ashen_woodland, AMBIENT, minecraft:bat, 10, 8, 8
418, none, regions_unexplored:ashen_woodland, AMBIENT, alexsmobs:fly, 10, 2, 3
419, none, regions_unexplored:ashen_woodland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
420, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
421, none, regions_unexplored:ashen_woodland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
422, none, regions_unexplored:ashen_woodland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
423, none, regions_unexplored:ashen_woodland, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
424, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
425, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
426, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
427, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
428, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
429, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
430, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
431, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
432, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
433, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
434, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
435, forest, regions_unexplored:autumnal_maple_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
436, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
437, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
438, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
439, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
440, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
441, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
442, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
443, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
444, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
445, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
446, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
447, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
448, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
449, forest, regions_unexplored:autumnal_maple_forest, MONSTER, iceandfire:troll, 40, 1, 3
450, forest, regions_unexplored:autumnal_maple_forest, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
451, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
452, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
453, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
454, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
455, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
456, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
457, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
458, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
459, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
460, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
461, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
462, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
463, forest, regions_unexplored:autumnal_maple_forest, MONSTER, more_critters:shriekbat, 10, 1, 1
464, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
465, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
466, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
467, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
468, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
469, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
470, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
471, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
472, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
473, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
474, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
475, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
476, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
477, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
478, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
479, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
480, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
481, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
482, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
483, forest, regions_unexplored:autumnal_maple_forest, CREATURE, naturalist:bear, 10, 1, 2
484, forest, regions_unexplored:autumnal_maple_forest, CREATURE, naturalist:boar, 10, 3, 4
485, forest, regions_unexplored:autumnal_maple_forest, CREATURE, naturalist:butterfly, 10, 3, 6
