1183810:
 num     #instances         #bytes  class name (module)
2432:             5             80  jdk.proxy2.$Proxy16 (jdk.proxy2)
2433:             2             80  joptsimple.OptionalArgumentOptionSpec (jopt.simple@5.0.4)
2434:             1             80  net.minecraft.client.model.ChickenModel (minecraft@1.20.1)
2435:             1             80  net.minecraft.client.model.FoxModel (minecraft@1.20.1)
2436:             1             80  net.minecraft.client.model.OcelotModel (minecraft@1.20.1)
2437:             1             80  net.minecraft.client.model.PandaModel (minecraft@1.20.1)
2438:             1             80  net.minecraft.client.model.RabbitModel (minecraft@1.20.1)
2439:             2             80  net.minecraft.client.model.ShulkerModel (minecraft@1.20.1)
2440:             5             80  net.minecraft.client.renderer.block.model.multipart.OrCondition (minecraft@1.20.1)
2441:             2             80  net.minecraft.client.renderer.entity.ChestedHorseRenderer (minecraft@1.20.1)
2442:             2             80  net.minecraft.client.renderer.entity.ItemFrameRenderer (minecraft@1.20.1)
2443:             2             80  net.minecraft.client.renderer.entity.LlamaRenderer (minecraft@1.20.1)
2444:             2             80  net.minecraft.client.renderer.entity.UndeadHorseRenderer (minecraft@1.20.1)
2445:             2             80  net.minecraft.client.renderer.entity.player.PlayerRenderer (minecraft@1.20.1)
2446:             5             80  net.minecraft.client.renderer.texture.atlas.SpriteSourceType (minecraft@1.20.1)
2447:             2             80  net.minecraft.util.SmoothDouble (minecraft@1.20.1)
2448:             2             80  net.minecraft.util.datafix.fixes.BlockEntitySignDoubleSidedEditableTextFix (minecraft@1.20.1)
2449:             2             80  net.minecraft.util.datafix.fixes.CriteriaRenameFix (minecraft@1.20.1)
2450:             2             80  net.minecraft.util.datafix.fixes.GossipUUIDFix (minecraft@1.20.1)
2451:             2             80  net.minecraft.util.datafix.fixes.VillagerDataFix (minecraft@1.20.1)
2452:             5             80  net.minecraft.util.datafix.schemas.V700$$Lambda$1887/0x000000080083c018 (minecraft@1.20.1)
2453:             1             80  net.minecraft.world.level.block.AmethystBlock (minecraft@1.20.1)
2454:             1             80  net.minecraft.world.level.block.BambooSaplingBlock (minecraft@1.20.1)
2455:             1             80  net.minecraft.world.level.block.BambooStalkBlock (minecraft@1.20.1)
2456:             1             80  net.minecraft.world.level.block.BarrelBlock (minecraft@1.20.1)
2457:             1             80  net.minecraft.world.level.block.BarrierBlock (minecraft@1.20.1)
2458:             1             80  net.minecraft.world.level.block.BeaconBlock (minecraft@1.20.1)
2459:             1             80  net.minecraft.world.level.block.BeetrootBlock (minecraft@1.20.1)
2460:             1             80  net.minecraft.world.level.block.BellBlock (minecraft@1.20.1)
2461:             1             80  net.minecraft.world.level.block.BigDripleafBlock (minecraft@1.20.1)
2462:             1             80  net.minecraft.world.level.block.BigDripleafStemBlock (minecraft@1.20.1)
2463:             1             80  net.minecraft.world.level.block.BlastFurnaceBlock (minecraft@1.20.1)
2464:             1             80  net.minecraft.world.level.block.BrewingStandBlock (minecraft@1.20.1)
2465:             1             80  net.minecraft.world.level.block.BubbleColumnBlock (minecraft@1.20.1)
2466:             1             80  net.minecraft.world.level.block.BuddingAmethystBlock (minecraft@1.20.1)
2467:             1             80  net.minecraft.world.level.block.CactusBlock (minecraft@1.20.1)
2468:             1             80  net.minecraft.world.level.block.CakeBlock (minecraft@1.20.1)
2469:             1             80  net.minecraft.world.level.block.CalibratedSculkSensorBlock (minecraft@1.20.1)
2470:             1             80  net.minecraft.world.level.block.CarpetBlock (minecraft@1.20.1)
2471:             1             80  net.minecraft.world.level.block.CarrotBlock (minecraft@1.20.1)
2472:             1             80  net.minecraft.world.level.block.CartographyTableBlock (minecraft@1.20.1)
2473:             1             80  net.minecraft.world.level.block.CauldronBlock (minecraft@1.20.1)
2474:             1             80  net.minecraft.world.level.block.ChainBlock (minecraft@1.20.1)
2475:             1             80  net.minecraft.world.level.block.CherryLeavesBlock (minecraft@1.20.1)
2476:             1             80  net.minecraft.world.level.block.ChestBlock (minecraft@1.20.1)
2477:             1             80  net.minecraft.world.level.block.ChiseledBookShelfBlock (minecraft@1.20.1)
2478:             1             80  net.minecraft.world.level.block.ChorusFlowerBlock (minecraft@1.20.1)
2479:             1             80  net.minecraft.world.level.block.ChorusPlantBlock (minecraft@1.20.1)
2480:             1             80  net.minecraft.world.level.block.CocoaBlock (minecraft@1.20.1)
2481:             1             80  net.minecraft.world.level.block.ComparatorBlock (minecraft@1.20.1)
2482:             1             80  net.minecraft.world.level.block.ComposterBlock (minecraft@1.20.1)
2483:             1             80  net.minecraft.world.level.block.ConduitBlock (minecraft@1.20.1)
2484:             1             80  net.minecraft.world.level.block.CraftingTableBlock (minecraft@1.20.1)
2485:             1             80  net.minecraft.world.level.block.CropBlock (minecraft@1.20.1)
2486:             1             80  net.minecraft.world.level.block.CryingObsidianBlock (minecraft@1.20.1)
2487:             1             80  net.minecraft.world.level.block.DaylightDetectorBlock (minecraft@1.20.1)
2488:             1             80  net.minecraft.world.level.block.DeadBushBlock (minecraft@1.20.1)
2489:             1             80  net.minecraft.world.level.block.DecoratedPotBlock (minecraft@1.20.1)
2490:             1             80  net.minecraft.world.level.block.DetectorRailBlock (minecraft@1.20.1)
2491:             1             80  net.minecraft.world.level.block.DirtPathBlock (minecraft@1.20.1)
2492:             1             80  net.minecraft.world.level.block.DispenserBlock (minecraft@1.20.1)
2493:             1             80  net.minecraft.world.level.block.DragonEggBlock (minecraft@1.20.1)
2494:             1             80  net.minecraft.world.level.block.DropperBlock (minecraft@1.20.1)
2495:             1             80  net.minecraft.world.level.block.EnchantmentTableBlock (minecraft@1.20.1)
2496:             1             80  net.minecraft.world.level.block.EndGatewayBlock (minecraft@1.20.1)
2497:             1             80  net.minecraft.world.level.block.EndPortalBlock (minecraft@1.20.1)
2498:             1             80  net.minecraft.world.level.block.EndPortalFrameBlock (minecraft@1.20.1)
2499:             1             80  net.minecraft.world.level.block.EndRodBlock (minecraft@1.20.1)
2500:             1             80  net.minecraft.world.level.block.EnderChestBlock (minecraft@1.20.1)
2501:             1             80  net.minecraft.world.level.block.FarmBlock (minecraft@1.20.1)
2502:             1             80  net.minecraft.world.level.block.FletchingTableBlock (minecraft@1.20.1)
2503:             1             80  net.minecraft.world.level.block.FrogspawnBlock (minecraft@1.20.1)
2504:             1             80  net.minecraft.world.level.block.FrostedIceBlock (minecraft@1.20.1)
2505:             1             80  net.minecraft.world.level.block.FurnaceBlock (minecraft@1.20.1)
2506:             1             80  net.minecraft.world.level.block.GlassBlock (minecraft@1.20.1)
2507:             1             80  net.minecraft.world.level.block.GrassBlock (minecraft@1.20.1)
2508:             1             80  net.minecraft.world.level.block.GravelBlock (minecraft@1.20.1)
2509:             1             80  net.minecraft.world.level.block.GrindstoneBlock (minecraft@1.20.1)
2510:             1             80  net.minecraft.world.level.block.HalfTransparentBlock (minecraft@1.20.1)
2511:             1             80  net.minecraft.world.level.block.HangingRootsBlock (minecraft@1.20.1)
2512:             1             80  net.minecraft.world.level.block.HayBlock (minecraft@1.20.1)
2513:             1             80  net.minecraft.world.level.block.HoneyBlock (minecraft@1.20.1)
2514:             1             80  net.minecraft.world.level.block.HopperBlock (minecraft@1.20.1)
2515:             1             80  net.minecraft.world.level.block.IceBlock (minecraft@1.20.1)
2516:             1             80  net.minecraft.world.level.block.InfestedRotatedPillarBlock (minecraft@1.20.1)
2517:             1             80  net.minecraft.world.level.block.JigsawBlock (minecraft@1.20.1)
2518:             1             80  net.minecraft.world.level.block.JukeboxBlock (minecraft@1.20.1)
2519:             1             80  net.minecraft.world.level.block.LadderBlock (minecraft@1.20.1)
2520:             1             80  net.minecraft.world.level.block.LavaCauldronBlock (minecraft@1.20.1)
2521:             1             80  net.minecraft.world.level.block.LecternBlock (minecraft@1.20.1)
2522:             1             80  net.minecraft.world.level.block.LeverBlock (minecraft@1.20.1)
2523:             1             80  net.minecraft.world.level.block.LightBlock (minecraft@1.20.1)
2524:             1             80  net.minecraft.world.level.block.LightningRodBlock (minecraft@1.20.1)
2525:             1             80  net.minecraft.world.level.block.LoomBlock (minecraft@1.20.1)
2526:             1             80  net.minecraft.world.level.block.MagmaBlock (minecraft@1.20.1)
2527:             1             80  net.minecraft.world.level.block.MangroveLeavesBlock (minecraft@1.20.1)
2528:             1             80  net.minecraft.world.level.block.MangrovePropaguleBlock (minecraft@1.20.1)
2529:             1             80  net.minecraft.world.level.block.MangroveRootsBlock (minecraft@1.20.1)
2530:             1             80  net.minecraft.world.level.block.MelonBlock (minecraft@1.20.1)
2531:             1             80  net.minecraft.world.level.block.MossBlock (minecraft@1.20.1)
2532:             1             80  net.minecraft.world.level.block.MudBlock (minecraft@1.20.1)
2533:             1             80  net.minecraft.world.level.block.MyceliumBlock (minecraft@1.20.1)
2534:             1             80  net.minecraft.world.level.block.NetherPortalBlock (minecraft@1.20.1)
2535:             1             80  net.minecraft.world.level.block.NetherSproutsBlock (minecraft@1.20.1)
2536:             1             80  net.minecraft.world.level.block.NetherWartBlock (minecraft@1.20.1)
2537:             1             80  net.minecraft.world.level.block.NetherrackBlock (minecraft@1.20.1)
2538:             1             80  net.minecraft.world.level.block.NoteBlock (minecraft@1.20.1)
2539:             1             80  net.minecraft.world.level.block.ObserverBlock (minecraft@1.20.1)
2540:             1             80  net.minecraft.world.level.block.PiglinWallSkullBlock (minecraft@1.20.1)
2541:             1             80  net.minecraft.world.level.block.PinkPetalsBlock (minecraft@1.20.1)
2542:             1             80  net.minecraft.world.level.block.PitcherCropBlock (minecraft@1.20.1)
2543:             1             80  net.minecraft.world.level.block.PlayerHeadBlock (minecraft@1.20.1)
2544:             1             80  net.minecraft.world.level.block.PlayerWallHeadBlock (minecraft@1.20.1)
2545:             1             80  net.minecraft.world.level.block.PointedDripstoneBlock (minecraft@1.20.1)
2546:             1             80  net.minecraft.world.level.block.PotatoBlock (minecraft@1.20.1)
2547:             1             80  net.minecraft.world.level.block.PowderSnowBlock (minecraft@1.20.1)
2548:             1             80  net.minecraft.world.level.block.PoweredBlock (minecraft@1.20.1)
2549:             1             80  net.minecraft.world.level.block.PumpkinBlock (minecraft@1.20.1)
2550:             1             80  net.minecraft.world.level.block.RailBlock (minecraft@1.20.1)
2551:             1             80  net.minecraft.world.level.block.RedStoneWireBlock (minecraft@1.20.1)
2552:             1             80  net.minecraft.world.level.block.RedstoneLampBlock (minecraft@1.20.1)
2553:             1             80  net.minecraft.world.level.block.RedstoneTorchBlock (minecraft@1.20.1)
2554:             1             80  net.minecraft.world.level.block.RedstoneWallTorchBlock (minecraft@1.20.1)
2555:             1             80  net.minecraft.world.level.block.RepeaterBlock (minecraft@1.20.1)
2556:             1             80  net.minecraft.world.level.block.RespawnAnchorBlock (minecraft@1.20.1)
